regio3,street,livingSpace,baseRent,totalRent,noRooms,floor,typeOfFlat,yearConstructed
Weißensee,Jacobsohnstra&szlig;e,56.61,622.71,789.71,2.0,4.0,apartment,1996.0
Friedrichsfelde_Lichtenberg,Rhinstra&szlig;e,68.86,669.0,829.0,3.0,2.0,apartment,1984.0
Hellersdorf,Havell&auml;nder Ring,67.75,639.0,792.0,4.0,2.0,apartment,1985.0
Hellersdorf,Kastanienallee,69.86,629.0,811.0,3.0,1.0,apartment,1985.0
Neukölln,Hermannstra&szlig;e,48.0,650.0,860.0,1.0,2.0,apartment,
Heiligensee_Reinickendorf,Ruppiner Chaussee,75.8,829.0,1129.0,2.5,,roof_storey,1994.0
Friedrichshain,Weserstra&szlig;e,82.81,1550.0,1890.0,2.0,6.0,roof_storey,2019.0
Köpenick,no_information,94.61,1360.0,1530.0,3.0,1.0,apartment,1998.0
Lichtenrade_Tempelhof,Hilbertstr.,105.22,849.0,1187.08,2.5,0.0,ground_floor,1910.0
Köpenick,Wongrowitzer Steig,68.09,630.0,828.0,3.0,,ground_floor,
Mitte,Max-Beer-Stra&szlig;e,206.55,3408.08,3973.08,2.0,3.0,roof_storey,1831.0
Hellersdorf,Rathener Str.,71.22,435.87,643.48,3.0,3.0,apartment,1987.0
Staaken_Spandau,Maulbeerallee,80.0,549.0,849.0,2.5,6.0,apartment,1972.0
Spandau,no_information,134.0,1072.0,1639.7,3.5,1.0,apartment,
Weißensee,Rennbahnstra&szlig;e,52.0,624.0,764.0,2.0,4.0,apartment,1993.0
Britz_Neukölln,Hochk&ouml;nigweg,101.0,1100.0,1500.0,3.0,,apartment,1934.0
Tiergarten,Heidestra&szlig;e,86.0,1320.0,1559.0,4.0,3.0,apartment,2018.0
Mitte,Rungestra&szlig;e,130.0,1750.0,2300.0,5.0,3.0,apartment,
Niederschöneweide_Treptow,no_information,94.8,1150.0,1387.0,3.5,1.0,apartment,1928.0
Oberschöneweide_Köpenick,Marienstra&szlig;e,45.11,523.28,640.57,2.0,3.0,apartment,2016.0
Marzahn,no_information,76.12,719.0,899.0,3.0,3.0,apartment,1997.0
Karow_Weißensee,Pfannschmidtstr.,49.94,569.0,713.0,2.0,2.0,apartment,1996.0
Altglienicke_Treptow,Semmelwei&szlig;str.,61.97,836.6,978.91,2.0,1.0,apartment,2019.0
Biesdorf_Marzahn,Blumberger Damm,37.28,370.12,499.3,1.0,3.0,apartment,1983.0
Oberschöneweide_Köpenick,Wilhelminenhofstra&szlig;e,23.0,495.0,590.0,1.0,,other,
Köpenick,Am Werksgarten,77.52,900.0,1230.0,2.0,4.0,roof_storey,2014.0
Charlottenburg,Goethestr.,125.65,1599.0,1854.0,3.0,3.0,apartment,1896.0
Wedding,Gottschedstr.,79.6,1100.0,1300.0,3.0,5.0,loft,2018.0
Tiergarten,Wichmannstra&szlig;e,75.59,1365.62,1630.19,3.0,6.0,apartment,2018.0
Reinickendorf,Septimerstr.,61.47,740.0,930.0,2.0,3.0,ground_floor,1959.0
Schöneberg,Nollendorfstra&szlig;e,128.0,1425.0,1750.0,2.0,1.0,apartment,1898.0
Marzahn,Wittenberger Stra&szlig;e,36.03,302.8,413.77,1.0,5.0,apartment,1985.0
Mitte,Chausseestra&szlig;e,80.4,1305.53,1566.63,3.0,5.0,apartment,
Schöneberg,Kurf&uuml;rstenstrasse,213.6,3417.6,4058.4,5.0,7.0,penthouse,2018.0
Reinickendorf,Residenzstra&szlig;e,76.94,605.0,725.0,2.0,3.0,apartment,1904.0
Mitte,Chausseestra&szlig;e,98.7,1529.85,1814.85,3.0,6.0,apartment,2016.0
Rummelsburg_Lichtenberg,Paula-F&uuml;rst-Stra&szlig;e,111.0,1669.0,1999.0,3.0,5.0,roof_storey,2003.0
Prenzlauer_Berg_Prenzlauer_Berg,Sonnenburger Stra&szlig;e,139.0,1737.5,2147.5,3.0,5.0,roof_storey,1907.0
Charlottenburg,Gervinusstr.,23.62,870.0,990.0,1.0,5.0,,2019.0
Mitte,Stallschreiberstra&szlig;e,56.5,1099.0,1324.0,2.0,4.0,apartment,2019.0
Pankow,Thulestra&szlig;e,41.14,534.82,658.24,1.0,2.0,apartment,
Spandau,J&auml;gerstra&szlig;e,50.0,499.0,579.0,2.0,1.0,apartment,1997.0
Neukölln,Sonnenallee,49.0,490.0,655.0,1.5,9.0,apartment,1972.0
Tiergarten,no_information,125.0,1600.0,1750.0,4.0,3.0,apartment,1910.0
Lichtenberg,no_information,81.5,772.0,942.0,3.0,1.0,,
Reinickendorf,Pankower Allee,82.0,1050.73,1280.73,3.0,4.0,,1900.0
Wilmersdorf,no_information,57.0,500.0,600.0,2.0,3.0,apartment,
Schmargendorf_Wilmersdorf,no_information,364.63,12000.0,15500.0,4.0,3.0,penthouse,2008.0
Friedrichshain,Andreasstra&szlig;e,86.0,1497.0,1499.0,3.0,5.0,,1912.0
Tiergarten,Heidestra&szlig;e,53.0,885.0,1031.0,2.0,6.0,roof_storey,2018.0
Köpenick,Gr&uuml;nstra&szlig;e,49.2,949.56,1085.0,2.0,4.0,roof_storey,2018.0
Reinickendorf,Solferinostr.,41.48,333.46,436.12,1.5,0.0,ground_floor,1937.0
Schöneberg,Kurf&uuml;rstenstra&szlig;e,136.0,2300.0,2800.0,3.0,,,2018.0
Pankow,no_information,86.3,805.18,1045.18,3.0,3.0,apartment,1997.0
Wannsee_Zehlendorf,Braschzeile,110.0,880.0,1180.0,3.0,-1.0,half_basement,
Mitte,M&uuml;nzstr.,114.13,1690.0,1850.0,3.0,3.0,apartment,2013.0
Mitte,Sophienstra&szlig;e,86.42,1901.5,,3.0,3.0,roof_storey,1879.0
Tiergarten,Heidestra&szlig;e,82.0,1447.3,1693.3,3.0,4.0,apartment,2019.0
Mariendorf_Tempelhof,Mariendorfer Damm,56.56,599.54,785.54,2.0,1.0,apartment,1996.0
Mahlsdorf_Hellersdorf,H&ouml;nower Stra&szlig;e,67.0,725.0,890.0,2.0,3.0,roof_storey,1997.0
Schmargendorf_Wilmersdorf,Orber Str.,78.88,869.26,1124.33,2.0,0.0,ground_floor,1992.0
Friedrichshain,no_information,80.0,1270.0,1650.0,2.0,,roof_storey,2015.0
Wedding,Osloer Stra&szlig;e,50.2,369.97,522.6,2.0,0.0,,1993.0
Köpenick,Wendenschlo&szlig;stra&szlig;e,86.84,956.11,1199.11,3.0,2.0,apartment,1997.0
Prenzlauer_Berg_Prenzlauer_Berg,Lottumstrasse,60.0,1200.0,1500.0,2.5,2.0,other,1910.0
Siemensstadt_Spandau,K&ouml;ttgenstra&szlig;e,50.0,1109.0,1299.0,2.0,0.0,apartment,
Grunewald_Wilmersdorf,K&ouml;nigsallee,60.0,999.0,1249.0,2.0,0.0,terraced_flat,1960.0
Mitte,Boyenstra&szlig;e,75.57,1284.69,1511.4,2.0,1.0,apartment,2013.0
Kreuzberg,Glogauer Strasse,35.0,690.0,878.0,1.5,2.0,apartment,1899.0
Friedrichshain,Langenbeckstra&szlig;e,48.7,755.0,850.0,1.5,3.0,apartment,2018.0
Wedding,Soldiner Stra&szlig;e,39.0,390.0,528.0,1.0,4.0,apartment,1900.0
Siemensstadt_Spandau,Hefnersteig,59.0,639.0,719.0,2.0,3.0,apartment,1933.0
Mitte,Markgrafenstra&szlig;e,209.0,3850.0,4475.0,4.0,6.0,apartment,2006.0
Mariendorf_Tempelhof,Eisenacher Stra&szlig;e,70.0,875.0,1029.0,2.0,0.0,ground_floor,
Tiergarten,Hilda-Geiringer-Weg H,68.0,1100.0,1303.0,2.0,1.0,apartment,2019.0
Kreuzberg,Charlottenstr.,55.21,521.72,740.95,2.0,4.0,apartment,1976.0
Marienfelde_Tempelhof,Marienfelder Allee,99.8,1310.0,1585.0,3.0,2.0,apartment,2018.0
Weißensee,Lehderstr.,124.0,1980.0,2280.0,5.0,1.0,apartment,2018.0
Niederschönhausen_Pankow,Dietzgenstra&szlig;e,54.82,575.06,725.06,2.0,1.0,apartment,1996.0
Lichterfelde_Steglitz,no_information,85.0,1260.0,1400.0,1.5,2.0,roof_storey,1892.0
Buch_Pankow,P&ouml;lnitzweg,83.93,750.0,930.0,3.0,1.0,apartment,1997.0
Wannsee_Zehlendorf,no_information,39.0,580.0,690.0,1.0,0.0,terraced_flat,1997.0
Spandau,no_information,140.01,1034.67,,4.0,,apartment,1919.0
Tiergarten,Bachstra&szlig;e,48.26,1055.0,1200.0,1.0,,ground_floor,1976.0
Friedrichshain,Andreasstr.,74.38,989.0,1212.0,2.0,,roof_storey,1870.0
Wedding,M&uuml;llerstra&szlig;e,115.0,1495.0,1670.0,4.0,2.0,apartment,1900.0
Rudow_Neukölln,Sch&ouml;nefelder Stra&szlig;e,67.0,606.35,776.35,2.0,1.0,apartment,1992.0
Wilmersdorf,Hohenzollerndamm,51.0,439.17,569.17,2.0,1.0,apartment,1900.0
Wilmersdorf,Berliner Stra&szlig;e,84.51,1450.0,1599.0,3.0,2.0,apartment,1902.0
Prenzlauer_Berg_Prenzlauer_Berg,no_information,76.0,1450.0,1735.0,2.0,1.0,apartment,
Charlottenburg,Spiegelweg,71.0,499.0,677.0,2.5,4.0,apartment,
Oberschöneweide_Köpenick,Mathildenstra&szlig;e,55.5,569.0,699.0,2.0,3.0,apartment,1915.0
Mitte,Friedrichstra&szlig;e,110.0,1950.0,2450.0,2.0,0.0,apartment,1899.0
Reinickendorf,Roedernallee,107.19,1023.66,1431.66,4.0,4.0,apartment,1973.0
Rosenthal_Pankow,Hauptstr.,89.72,1122.0,1431.0,2.0,,other,1850.0
Spandau,Sch&ouml;nwalder Stra&szlig;e,102.0,755.21,1015.21,3.0,3.0,apartment,1900.0
Prenzlauer_Berg_Prenzlauer_Berg,Aalesunder Str.,114.89,1378.68,1636.68,3.0,2.0,apartment,1904.0
Neukölln,Dieselstra&szlig;e,71.0,561.79,821.79,3.0,8.0,apartment,1974.0
Wilmersdorf,Albrecht-Achilles-Stra&szlig;e,106.0,1890.0,,3.0,1.0,terraced_flat,2017.0
Marzahn,Parsteiner Ring,68.67,419.23,600.22,3.0,1.0,apartment,1984.0
Neu_Hohenschönhausen_Hohenschönhausen,Wartenberger Stra&szlig;e,75.99,840.0,1060.0,3.0,,apartment,2019.0
Schöneberg,Hauptstra&szlig;e,137.0,1747.0,1897.0,3.0,,roof_storey,1887.0
Adlershof_Treptow,Handjerystr.,105.92,1170.0,1415.0,4.0,1.0,apartment,1910.0
Friedrichshain,Stralauer Allee,207.47,4095.0,,4.0,6.0,penthouse,2019.0
Rudow_Neukölln,Theodor-Loos-Weg,81.32,890.0,1130.0,3.0,0.0,raised_ground_floor,1968.0
Prenzlauer_Berg_Prenzlauer_Berg,Greifswalder Str.,84.02,1176.28,1428.38,3.0,1.0,apartment,1870.0
Zehlendorf,Neuruppiner Str.,56.3,586.84,773.05,2.0,5.0,apartment,1963.0
Schmargendorf_Wilmersdorf,no_information,98.15,1500.0,1832.0,4.0,,apartment,2017.0
Mariendorf_Tempelhof,Markgrafenstr.,81.95,1008.0,1254.0,3.0,0.0,ground_floor,2019.0
Köpenick,Am Schlo&szlig;berg,73.51,772.0,960.0,2.0,1.0,apartment,1997.0
Köpenick,Wendenschlo&szlig;stra&szlig;e,75.28,591.7,810.46,3.0,3.0,apartment,1996.0
Haselhorst_Spandau,Romy-Schneider-Str.,106.69,1093.57,1499.09,5.0,5.0,apartment,1998.0
Prenzlauer_Berg_Prenzlauer_Berg,Greifswalder Str.,86.97,1261.07,1521.98,3.0,3.0,apartment,1870.0
Dahlem_Zehlendorf,Flanaganstr,144.0,1660.0,2205.0,4.0,1.0,apartment,2008.0
Mitte,no_information,106.98,1797.0,2117.0,3.5,6.0,apartment,2018.0
Spandau,Groenerstra&szlig;e,80.0,800.0,1010.0,3.0,,other,
Friedrichshain,Thaerstr.,71.0,705.0,895.0,2.0,2.0,maisonette,1905.0
Spandau,Am Teufelsbruch,92.48,832.0,1105.0,3.0,3.0,roof_storey,1995.0
Mariendorf_Tempelhof,Markgrafenstr.,85.12,576.26,911.0,2.5,1.0,apartment,1977.0
Köpenick,Ottomar Geschke Strasse,64.0,959.7,1172.15,2.0,1.0,maisonette,1870.0
Pankow,Schonensche Stra&szlig;e,51.0,1200.0,1390.0,2.0,0.0,,
Karlshorst_Lichtenberg,Lehndorffstra&szlig;e,108.0,1500.0,1830.0,4.0,2.0,roof_storey,2019.0
Wilmersdorf,no_information,202.0,5668.04,6336.06,6.0,2.0,apartment,1906.0
Britz_Neukölln,Britzer Damm,47.0,460.0,599.0,1.0,0.0,ground_floor,1900.0
Schmargendorf_Wilmersdorf,Friedrichshaller Stra&szlig;e,120.0,2160.0,2462.0,4.5,1.0,apartment,
Friedenau_Schöneberg,no_information,200.0,2400.0,,7.0,2.0,apartment,1900.0
Biesdorf_Marzahn,no_information,52.38,733.32,880.32,2.0,2.0,apartment,2019.0
Prenzlauer_Berg_Prenzlauer_Berg,Christburger Str.,32.0,276.1,356.1,1.0,3.0,apartment,1905.0
Kreuzberg,Bl&uuml;cherstra&szlig;e,50.0,1000.0,1236.0,2.0,3.0,,
Prenzlauer_Berg_Prenzlauer_Berg,Bornholmer Str.,61.44,1000.0,1150.0,2.0,1.0,apartment,
Charlottenburg,no_information,86.0,1400.0,1850.0,3.0,2.0,,1900.0
Mitte,Charlottenstra&szlig;e,80.95,1550.0,1800.0,3.0,2.0,apartment,2013.0
Dahlem_Zehlendorf,P&uuml;cklerstra&szlig;e,186.98,2500.0,3090.0,3.0,3.0,maisonette,1983.0
Grünau_Köpenick,Teichmummelring,109.12,1407.65,1718.54,4.0,1.0,apartment,2018.0
Mitte,Leipziger Stra&szlig;e,287.0,5736.6,6855.24,5.0,7.0,apartment,2005.0
Mitte,Dorotheenstrasse,176.5,3440.0,4040.0,4.0,5.0,apartment,2015.0
Französisch_Buchholz_Pankow,Guyotstra&szlig;e,49.37,589.0,761.0,1.5,0.0,ground_floor,1998.0
Neukölln,Manitiusstra&szlig;e,101.44,1499.99,1751.99,4.0,1.0,terraced_flat,1979.0
Kreuzberg,Schlesische Stra&szlig;e,102.16,1275.45,1519.45,3.0,4.0,apartment,1898.0
Tiergarten,Br&uuml;der-Grimm-Gasse,52.85,925.0,1163.0,1.0,8.0,apartment,1990.0
Charlottenburg,Dovestr,43.0,850.0,1170.0,1.5,1.0,apartment,1997.0
Wedding,Seestra&szlig;e,51.0,663.0,733.0,2.0,3.0,apartment,1918.0
Tiergarten,Landgrafenstrasse,80.0,1280.0,1520.0,3.0,5.0,apartment,1959.0
Marienfelde_Tempelhof,no_information,120.0,975.6,1344.42,2.0,3.0,maisonette,
Friedrichshain,Dolziger Stra&szlig;e,99.0,1450.0,1670.0,3.0,3.0,apartment,2013.0
Niederschöneweide_Treptow,Schnellerstr.,26.87,429.92,510.53,1.0,2.0,apartment,
Neukölln,Allerstra&szlig;e,46.88,900.0,1050.0,2.0,3.0,apartment,1910.0
Wittenau_Reinickendorf,Wilhelm-Gericke-Strasse,111.21,1040.0,1285.0,4.0,3.0,maisonette,1964.0
Weißensee,Lehderstr.,124.0,1980.0,2280.0,5.0,1.0,apartment,2018.0
Reinickendorf,Schwabstr.,66.63,840.0,1030.0,3.0,,ground_floor,
Spandau,Pepitapromenade,84.38,885.94,,4.0,3.0,apartment,2018.0
Steglitz,Ahornstra&szlig;e,63.0,426.32,604.32,2.0,,ground_floor,1983.0
Prenzlauer_Berg_Prenzlauer_Berg,Immanuelkirchstra&szlig;e,93.0,1500.0,,2.0,2.0,ground_floor,1910.0
Köpenick,no_information,87.9,1000.0,1093.0,3.0,3.0,apartment,1907.0
Friedrichsfelde_Lichtenberg,Rosenfelder Ring,61.31,980.88,1160.55,2.0,,penthouse,2020.0
Köpenick,Gr&uuml;nstra&szlig;e,41.1,649.38,760.0,1.0,2.0,apartment,2019.0
Grünau_Köpenick,Regattastr.,111.89,1510.52,1784.54,3.0,5.0,penthouse,2019.0
Kreuzberg,Gneisenaustrasse,55.0,990.0,,2.0,0.0,apartment,1882.0
Tiergarten,Heidestra&szlig;e,66.38,1148.37,1347.51,2.0,2.0,ground_floor,2019.0
Siemensstadt_Spandau,Goebelstr.,50.45,513.4,685.44,2.0,3.0,apartment,1929.0
Adlershof_Treptow,D&ouml;rpfeldstra&szlig;e,63.4,1141.2,1401.4,2.0,3.0,apartment,2017.0
Grünau_Köpenick,Regattastra&szlig;e,83.1,1080.0,1350.0,3.0,3.0,apartment,2018.0
Neukölln,Delbr&uuml;ckstra&szlig;e,68.0,1096.0,1363.0,3.0,0.0,terraced_flat,2018.0
Neukölln,Kelbraer Str.,58.19,757.0,950.0,2.0,3.0,apartment,1959.0
Alt_Hohenschönhausen_Hohenschönhausen,Konrad-Wolf-Strasse,41.0,644.0,744.0,1.5,4.0,apartment,1997.0
Hellersdorf,Martin-Riesenburger-Stra&szlig;e,82.82,899.0,1130.0,3.0,1.0,apartment,
Grunewald_Wilmersdorf,no_information,208.0,5402.09,6027.09,4.5,3.0,penthouse,
Wilmersdorf,no_information,250.0,4900.0,5450.0,6.0,2.0,apartment,1915.0
Köpenick,Gr&uuml;ne Trift,69.83,433.99,594.11,3.0,6.0,apartment,1987.0
Neukölln,Herrrnhuter Weg,47.0,820.0,950.0,1.0,1.0,ground_floor,
Schöneberg,Rubensstr.,151.0,1600.0,1854.0,4.0,2.0,apartment,1901.0
Spandau,Eckschanze,68.77,564.4,768.65,2.0,1.0,apartment,1953.0
Kreuzberg,Planufer,67.83,1370.0,1605.0,2.0,4.0,loft,
Kreuzberg,Gneisenaustra&szlig;e,149.43,3138.0,3528.0,4.0,,raised_ground_floor,1898.0
Prenzlauer_Berg_Prenzlauer_Berg,no_information,206.0,2800.0,3280.0,4.5,4.0,maisonette,
Spandau,J&uuml;denstr.,36.74,400.0,571.0,1.0,2.0,apartment,1957.0
Wilmersdorf,Seesener Stra&szlig;e,78.0,975.0,1195.0,2.5,4.0,roof_storey,1991.0
Hellersdorf,Wei&szlig;enfelser Str.,70.31,511.53,726.53,3.0,4.0,apartment,1988.0
Mitte,Holzmarktstra&szlig;e,63.61,987.0,1150.0,2.0,7.0,apartment,1969.0
Köpenick,Gr&uuml;ne Trift,50.12,361.12,479.33,2.0,1.0,apartment,1987.0
Neukölln,Laubestra&szlig;e,97.08,1375.0,,3.0,1.0,apartment,1900.0
Tiergarten,Klara Franke Stra&szlig;e,16.0,700.0,750.0,1.0,4.0,apartment,
Alt_Hohenschönhausen_Hohenschönhausen,Neustrelitzer Stra&szlig;e,48.93,760.0,880.0,2.0,,apartment,1977.0
Neukölln,Ilsenhof,74.76,1150.0,1350.0,2.0,3.0,apartment,1913.0
Mitte,Klopstockstr.,45.0,1100.0,1100.0,1.0,9.0,apartment,
Mitte,Habersaathstra&szlig;e,169.4,2964.5,3472.7,5.0,4.0,roof_storey,1914.0
Steglitz,Halskestra&szlig;e,94.66,1373.0,1600.0,3.0,2.0,apartment,
Hellersdorf,Ludwigsfelder Str.,69.4,478.86,697.95,3.0,2.0,apartment,1989.0
Adlershof_Treptow,Katharina-Boll-Dornberger-Str.,53.11,637.32,772.32,2.0,2.0,apartment,2017.0
Britz_Neukölln,B&uuml;rgerstr.,58.24,1049.0,1254.0,2.0,,apartment,2019.0
Spandau,Wasserwerkstr.,53.95,531.41,699.95,1.5,4.0,apartment,1964.0
Hellersdorf,Kastanienallee,81.58,709.0,899.0,4.0,4.0,apartment,1985.0
Lichterfelde_Steglitz,Heinersdorfer Str.,39.68,872.96,932.48,1.0,1.0,apartment,
Prenzlauer_Berg_Prenzlauer_Berg,-,42.0,540.0,640.0,1.5,3.0,apartment,
Steglitz,Halskestr.,63.05,430.3,630.0,1.5,3.0,apartment,1992.0
Lankwitz_Steglitz,Leonorenstra&szlig;e,53.81,496.85,621.85,2.0,,raised_ground_floor,1953.0
Schmargendorf_Wilmersdorf,Ruhlaer Str.,197.33,1973.3,2458.3,3.5,4.0,roof_storey,1915.0
Köpenick,no_information,145.0,1550.0,1890.0,3.0,1.0,loft,
Johannisthal_Treptow,Friedrich-List-Str.,62.65,503.77,610.34,2.5,1.0,apartment,1926.0
Marzahn,B&auml;rensteinstr.,34.34,314.46,418.33,1.0,3.0,apartment,1980.0
Hellersdorf,Riesaer Str.,32.62,259.43,344.84,1.0,0.0,ground_floor,1987.0
Britz_Neukölln,Jahnstr.,35.69,431.74,560.12,1.0,1.0,apartment,1963.0
Wedding,Triftstra&szlig;e,63.0,537.29,645.29,2.0,1.0,apartment,
Friedenau_Schöneberg,no_information,95.0,1100.0,1330.0,3.0,2.0,apartment,1910.0
Marienfelde_Tempelhof,Friedenfelser Str.,63.88,734.62,955.0,2.0,5.0,apartment,1990.0
Wilmersdorf,no_information,138.67,3489.77,3953.67,4.0,4.0,apartment,1906.0
Lichtenberg,Rosenfelder Str.,59.72,564.32,749.57,3.0,3.0,apartment,1968.0
Köpenick,Salvador-Allende-Str.,60.0,539.0,699.0,2.0,3.0,apartment,1997.0
Mitte,Auguststra&szlig;e,120.92,1813.8,2200.74,3.0,4.0,roof_storey,1900.0
Grunewald_Wilmersdorf,Winkler Stra&szlig;e,110.0,3850.0,3850.0,4.0,,terraced_flat,
Reinickendorf,no_information,52.98,790.0,995.0,2.0,2.0,apartment,1970.0
Schöneberg,Karl-Heinrich-Ulrichs-Stra&szlig;e,63.7,1050.0,1300.0,3.0,3.0,,1954.0
Adlershof_Treptow,D&ouml;rpfeldstr.,89.0,836.0,1063.0,3.0,3.0,apartment,
Friedrichsfelde_Lichtenberg,Rosenfelder Ring,53.28,785.88,951.22,2.0,,apartment,2020.0
Zehlendorf,Windsteiner Weg,68.0,848.0,1040.0,2.0,3.0,,1942.0
Pankow,Granitzstra&szlig;e,86.0,1047.5,1334.8,2.0,4.0,roof_storey,2019.0
Schmargendorf_Wilmersdorf,no_information,130.91,1848.0,2149.0,4.0,1.0,apartment,1982.0
Friedrichshain,no_information,107.0,2200.0,2480.0,3.0,3.0,apartment,2019.0
Friedrichsfelde_Lichtenberg,Balatonstra&szlig;e,23.5,540.0,675.0,1.0,1.0,apartment,
Hermsdorf_Reinickendorf,Friedrichsthaler Weg,79.0,800.0,1060.0,3.0,1.0,apartment,1974.0
Charlottenburg,Otto-Suhr-Allee,35.98,480.0,,1.0,3.0,,1965.0
Prenzlauer_Berg_Prenzlauer_Berg,Dunckerstra&szlig;e,62.11,1450.0,1600.0,3.0,3.0,apartment,1890.0
Lichtenrade_Tempelhof,Zescher Stra&szlig;e,62.0,653.53,791.81,2.0,0.0,ground_floor,
Friedenau_Schöneberg,Lef&eacute;vrestra&szlig;e,54.27,759.0,861.0,2.0,3.0,apartment,1898.0
Charlottenburg,Leibnitzstrasse,80.77,1400.0,,2.0,1.0,,1991.0
Waidmannslust_Reinickendorf,no_information,160.0,1950.0,2350.0,4.0,2.0,loft,2019.0
Kreuzberg,G&ouml;rlitzer Str.,132.0,1300.0,1800.0,5.0,0.0,ground_floor,1896.0
Britz_Neukölln,Jahnstra&szlig;e,30.0,850.0,790.0,1.0,2.0,apartment,1900.0
Grünau_Köpenick,Waldkiefernring,61.91,789.0,980.0,2.0,2.0,apartment,2018.0
Nikolassee_Zehlendorf,Libellenstr.,74.47,679.0,939.0,2.0,1.0,apartment,1997.0
Reinickendorf,Residenzstr.,40.0,412.0,473.0,1.0,1.0,apartment,1918.0
Adlershof_Treptow,Abtstra&szlig;e,68.54,701.16,863.16,2.0,3.0,apartment,1890.0
Charlottenburg,Kurf&uuml;rstendamm,71.98,1223.65,1474.24,3.0,3.0,apartment,1965.0
Charlottenburg,Otto-Suhr-Alle,180.0,2880.0,,4.0,5.0,apartment,1915.0
Prenzlauer_Berg_Prenzlauer_Berg,no_information,89.55,1074.6,1319.6,2.0,3.0,,1905.0
Lichterfelde_Steglitz,no_information,120.0,1285.2,,3.0,2.0,roof_storey,1905.0
Friedrichshain,no_information,29.27,799.0,899.0,1.0,,,1906.0
Friedrichsfelde_Lichtenberg,Gensinger Str.,29.5,371.42,451.03,1.0,6.0,apartment,1979.0
Köpenick,M&uuml;ggelheimer Stra&szlig;e,87.84,791.0,1020.0,4.0,1.0,apartment,1988.0
Spandau,Neuendorfer Str.,70.7,657.51,764.51,2.0,4.0,apartment,1918.0
Grunewald_Wilmersdorf,no_information,542.53,6260.8,7552.02,5.0,,,1986.0
Kreuzberg,Urbanstra&szlig;e,38.62,930.0,1025.0,2.0,,ground_floor,1908.0
Lichterfelde_Steglitz,Hindenburgdamm,48.14,698.03,808.03,2.0,1.0,apartment,1900.0
Rosenthal_Pankow,Abajstr.,73.88,668.61,805.61,2.0,1.0,apartment,1995.0
Schmargendorf_Wilmersdorf,Salzbrunner Stra&szlig;e,58.0,783.0,933.0,1.0,2.0,apartment,1930.0
Kreuzberg,Stresemannstra&szlig;e,38.0,700.0,715.0,1.0,12.0,,1968.0
Spandau,Schmidt-Knobelsdorf-Stra&szlig;e,105.0,995.0,1345.0,2.5,1.0,apartment,
Zehlendorf,Johannesstra&szlig;e,76.56,1113.97,1347.67,3.0,2.0,apartment,2018.0
Lichtenrade_Tempelhof,Nahariyastr.,79.0,679.0,919.0,3.0,1.0,apartment,1977.0
Kladow_Spandau,no_information,100.0,970.0,1220.0,3.0,2.0,maisonette,1999.0
Charlottenburg,Kaiserdamm,55.92,455.0,581.0,1.0,4.0,,1963.0
Friedrichsfelde_Lichtenberg,Rhinstra&szlig;e,91.12,949.0,1161.0,4.0,8.0,apartment,1984.0
Marzahn,B&auml;rensteinstr.,68.73,534.33,739.21,3.0,0.0,ground_floor,1980.0
Spandau,Brunsb&uuml;tteler Damm,62.86,560.0,674.0,2.0,1.0,apartment,1913.0
Kreuzberg,Skalitzer Str.,130.0,1900.0,2125.0,4.0,1.0,apartment,1902.0
Charlottenburg,Rauschener Allee,76.35,978.37,1178.37,2.0,3.0,roof_storey,1969.0
Karlshorst_Lichtenberg,no_information,70.0,1090.0,1180.0,3.0,3.0,roof_storey,1908.0
Zehlendorf,no_information,62.0,650.0,800.0,2.5,0.0,maisonette,
Adlershof_Treptow,B&uuml;chnerweg,63.87,638.7,817.26,2.0,,raised_ground_floor,1998.0
Mitte,Oranienburger Str.,125.0,1890.0,2200.0,4.0,2.0,apartment,1898.0
Kreuzberg,Fichtestr.,67.0,1300.0,,2.0,5.0,roof_storey,1910.0
Tiergarten,Klara Franke Strasse,16.0,740.0,790.0,1.0,3.0,apartment,
Pankow,Binzstra&szlig;e,57.37,367.47,533.07,2.0,1.0,apartment,1987.0
Hellersdorf,Ludwigsfelder Str.,69.4,524.82,747.73,3.0,1.0,apartment,1989.0
Charlottenburg,Fritschestr.,72.09,700.0,850.0,2.0,0.0,ground_floor,1909.0
Johannisthal_Treptow,no_information,120.1,1450.0,1856.0,3.0,,ground_floor,2017.0
Hellersdorf,Arneburger Str.,68.14,533.11,738.48,3.0,4.0,apartment,1990.0
Spandau,Sch&ouml;nwalder Stra&szlig;e,45.16,499.02,628.18,1.0,2.0,apartment,1969.0
Mitte,no_information,150.0,2448.0,3078.0,3.0,6.0,apartment,2005.0
Friedrichshain,Simon-Dach-Str.,51.0,1100.0,1350.0,2.0,3.0,apartment,1900.0
Wilmersdorf,Johann-Sigismundstr.,124.0,1500.0,1820.0,4.0,1.0,apartment,
Wedding,Neue Hochstr,47.0,752.0,846.0,2.0,2.0,apartment,1958.0
Neu_Hohenschönhausen_Hohenschönhausen,Rostocker Str.,48.5,309.75,422.69,2.0,6.0,apartment,1986.0
Charlottenburg,Schl&uuml;terstr,86.0,1940.0,2100.0,3.0,3.0,apartment,1980.0
Karlshorst_Lichtenberg,Eginhardstra&szlig;e,48.58,464.42,624.25,1.0,2.0,other,2003.0
Charlottenburg,no_information,126.88,2000.0,2400.0,4.0,1.0,apartment,1902.0
