title,price,size,address,link
Wohnungstausch: Schierker Platz 5,570 €,60 m²,"Schierker Platz 5, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157209046
Wohnungstausch: Heino-Schmieden-Weg 1,798 €,72 m²,"Heino-Schmieden-Weg 1, Biesdorf, Berlin",https://www.immobilienscout24.de/expose/157209042
Wohnungstausch: Laubacher Straße 10,1.500 €,111 m²,"Laubacher Straße 10, Friedenau, Berlin",https://www.immobilienscout24.de/expose/157209036
Wohnungstausch: Togostraße 21,480 €,56 m²,"Togostraße 21, Wedding, Berlin",https://www.immobilienscout24.de/expose/157209029
Wohnungstausch: Joachim-Gottschalk-Weg 2,403 €,76 m²,"Joachim-Gottschalk-Weg 2, Gropiusstadt, Berlin",https://www.immobilienscout24.de/expose/157209023
Wohnungstausch: Landsberger Allee 154,343 €,49 m²,"Landsberger Allee 154, Fennpfuhl, Berlin",https://www.immobilienscout24.de/expose/157208960
Wohnungstausch: Dresdener Straße 9,400 €,50 m²,"Dresdener Straße 9, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/157206192
Wohnungstausch: Leydenallee 83,380 €,38 m²,"Leydenallee 83, Steglitz, Berlin",https://www.immobilienscout24.de/expose/157206184
Wohnungstausch: Heinrichstraße 4,675 €,70 m²,"Heinrichstraße 4, Rummelsburg, Berlin",https://www.immobilienscout24.de/expose/157206137
Wohnungstausch: Gerichtstraße 9,830 €,83 m²,"Gerichtstraße 9, Gesundbrunnen, Berlin",https://www.immobilienscout24.de/expose/157199691
Wohnungstausch: Wilhelm-Blos-Straße 53,840 €,116 m²,"Wilhelm-Blos-Straße 53, Mahlsdorf, Berlin",https://www.immobilienscout24.de/expose/157199605
Wohnungstausch: Motzstraße 86,339 €,47 m²,"Motzstraße 86, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/157199599
Wohnungstausch: Kopernikusstraße 9,890 €,90 m²,"Kopernikusstraße 9, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157199574
Wohnungstausch: Köpitzer Straße 7,500 €,70 m²,"Köpitzer Straße 7, Friedrichsfelde, Berlin",https://www.immobilienscout24.de/expose/157199528
Wohnungstausch: Ebersstraße 30,1.500 €,138 m²,"Ebersstraße 30, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/157199497
Wohnungstausch: Brixplatz 4,2.100 €,200 m²,"Brixplatz 4, Westend, Berlin",https://www.immobilienscout24.de/expose/157199450
Wohnungstausch: Wisbyer Straße 70,1.100 €,116 m²,"Wisbyer Straße 70, Pankow (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157199428
Wohnungstausch: Konstanzer Straße 49,880 €,72 m²,"Konstanzer Straße 49, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/157199389
Wohnungstausch: Oldesloer Weg 25A,650 €,66 m²,"Oldesloer Weg A 25, Staaken, Berlin",https://www.immobilienscout24.de/expose/157199375
Wohnungstausch: Krausenstraße 31,697 €,52 m²,"Krausenstraße 31, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157199303
Wohnungstausch: Küselstraße 16,600 €,60 m²,"Küselstraße 16, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157199265
Wohnungstausch: Fischerinsel 9,350 €,38 m²,"Fischerinsel 9, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157199261
Wohnungstausch: Schieritzstraße 41,440 €,76 m²,"Schieritzstraße 41, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157199228
Wohnungstausch: Stargarder Straße 29,386 €,4 m²,"Stargarder Straße 29, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157199221
Wohnungstausch: Binzstraße 47,1.500 €,175 m²,"Binzstraße 47, Pankow (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157199193
Wohnungstausch: Lübecker Straße 48,370 €,40 m²,"Lübecker Straße 48, Moabit, Berlin",https://www.immobilienscout24.de/expose/157199161
Wohnungstausch: Junker-Jörg-Straße 18,350 €,47 m²,"Junker-Jörg-Straße 18, Karlshorst, Berlin",https://www.immobilienscout24.de/expose/157199098
Wohnungstausch: Kufsteiner Straße 82,1.200 €,80 m²,"Kufsteiner Straße 82, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/157199091
Wohnungstausch: Karl-Marx-Allee 70,373 €,57 m²,"Karl-Marx-Allee 70, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157199046
Wohnungstausch: Kirchhofstraße 18,455 €,55 m²,"Kirchhofstraße 18, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157199020
Wohnungstausch: Goebelstraße 80,599 €,58 m²,"Goebelstraße 80, Charlottenburg-Nord, Berlin",https://www.immobilienscout24.de/expose/157198965
Wohnungstausch: Weichselstraße 50,700 €,110 m²,"Weichselstraße 50, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157198908
Wohnungstausch: Berliner Straße 125,564 €,67 m²,"Berliner Straße 125, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/157198855
Wohnungstausch: Wörther Straße 2,900 €,75 m²,"Wörther Straße 2, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157198836
Wohnungstausch: Holsteinische Straße 7,780 €,55 m²,"Holsteinische Straße 7, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/157198449
Wohnungstausch: Pücklerstraße 18,650 €,65 m²,"Pücklerstraße 18, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/157198288
Wohnungstausch: Alexandrinenstraße 116,750 €,70 m²,"Alexandrinenstraße 116, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/157198263
Wohnungstausch: Gärtnerstraße 29a,1.350 €,100 m²,"Gärtnerstraße a 29, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157198177
Wohnungstausch: Heideläuferweg 63,600 €,82 m²,"Heideläuferweg 63, Buckow, Berlin",https://www.immobilienscout24.de/expose/157198086
Wohnungstausch: Pannierstraße 6,1.060 €,110 m²,"Pannierstraße 6, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157198020
Wohnungstausch: Flemmingstraße 37,900 €,98 m²,"Flemmingstraße 37, Köpenick, Berlin",https://www.immobilienscout24.de/expose/157197982
Wohnungstausch: Bastianstraße 12,900 €,85 m²,"Bastianstraße 12, Gesundbrunnen, Berlin",https://www.immobilienscout24.de/expose/157197955
Wohnungstausch: Groß-Berliner Damm 1,700 €,26 m²,"Groß-Berliner Damm 1, Johannisthal, Berlin",https://www.immobilienscout24.de/expose/157197900
Wohnungstausch: Warthestraße 71,688 €,35 m²,"Warthestraße 71, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157197852
Wohnungstausch: Scharnhorststraße 26,950 €,77 m²,"Scharnhorststraße 26, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157197752
Wohnungstausch: Neue Bahnhofstraße 26,1.300 €,70 m²,"Neue Bahnhofstraße 26, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157197458
Wohnungstausch: Wisbyer Straße 27,395 €,52 m²,"Wisbyer Straße 27, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157197446
Wohnungstausch: Pionierstraße 177,1.000 €,74 m²,"Pionierstraße 177, Falkenhagener Feld, Berlin",https://www.immobilienscout24.de/expose/157197209
Wohnungstausch: Stierstraße 2,700 €,83 m²,"Stierstraße 2, Friedenau, Berlin",https://www.immobilienscout24.de/expose/157197075
Wohnungstausch: Beermannstraße 3,1.300 €,92 m²,"Beermannstraße 3, Alt-Treptow, Berlin",https://www.immobilienscout24.de/expose/157197064
Wohnungstausch: Mollwitzstraße 10,808 €,58 m²,"Mollwitzstraße 10, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/157182761
Wohnungstausch: Eberbacher Straße 1,729 €,81 m²,"Eberbacher Straße 1, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/157182747
Wohnungstausch: Marienburger Straße 14A,2.450 €,116 m²,"Marienburger Straße A 14, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157182667
Wohnungstausch: Senftenberger Ring 14,640 €,90 m²,"Senftenberger Ring 14, Märkisches Viertel, Berlin",https://www.immobilienscout24.de/expose/157182649
Wohnungstausch: Frankfurter Allee 218,671 €,61 m²,"Frankfurter Allee 218, Lichtenberg (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157182615
Wohnungstausch: Düppelstraße 1,890 €,72 m²,"Düppelstraße 1, Zehlendorf, Berlin",https://www.immobilienscout24.de/expose/157182576
Wohnungstausch: Gubener Straße 27,1.350 €,83 m²,"Gubener Straße 27, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157182564
Wohnungstausch: Bergfriedstraße 10,481 €,74 m²,"Bergfriedstraße 10, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/157182475
Wohnungstausch: Erich-Weinert-Straße 4,900 €,100 m²,"Erich-Weinert-Straße 4, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157182463
Wohnungstausch: Triftstraße 54,540 €,62 m²,"Triftstraße 54, Wedding, Berlin",https://www.immobilienscout24.de/expose/157182409
Wohnungstausch: Illerzeile 4,430 €,55 m²,"Illerzeile 4, Tegel, Berlin",https://www.immobilienscout24.de/expose/157182347
Wohnungstausch: Otto-Suhr-Allee 36,480 €,50 m²,"Otto-Suhr-Allee 36, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/157182299
Wohnungstausch: Heinrichstraße 28,426 €,55 m²,"Heinrichstraße 28, Rummelsburg, Berlin",https://www.immobilienscout24.de/expose/157182160
Wohnungstausch: Oranienstraße 186,600 €,70 m²,"Oranienstraße 186, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/157182033
Wohnungstausch: Gotthardstraße 7,700 €,45 m²,"Gotthardstraße 7, Reinickendorf (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157182011
Wohnungstausch: Torstraße 102,1.600 €,135 m²,"Torstraße 102, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157181898
Wohnungstausch: Straßmannstraße 40,420 €,35 m²,"Straßmannstraße 40, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157181878
Wohnungstausch: Alex-Wedding-Straße 5,950 €,54 m²,"Alex-Wedding-Straße 5, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157181871
Wohnungstausch: Bleicheroder Straße 37,460 €,57 m²,"Bleicheroder Straße 37, Pankow (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157181794
Wohnungstausch: Danneckerstraße 25,460 €,57 m²,"Danneckerstraße 25, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157181787
Wohnungstausch: Korsörer Straße 14,690 €,65 m²,"Korsörer Straße 14, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157171120
Wohnungstausch: Maximilian-Kaller-Straße 39,513 €,72 m²,"Maximilian-Kaller-Straße 39, Marienfelde, Berlin",https://www.immobilienscout24.de/expose/157171110
Wohnungstausch: Oberlandgarten 8,491 €,50 m²,"Oberlandgarten 8, Tempelhof, Berlin",https://www.immobilienscout24.de/expose/157171073
Wohnungstausch: Stillerzeile 58,1.042 €,75 m²,"Stillerzeile 58, Friedrichshagen, Berlin",https://www.immobilienscout24.de/expose/157171062
Wohnungstausch: Innstraße 9,786 €,67 m²,"Innstraße 9, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157170946
Wohnungstausch: Goethestraße 37,400 €,50 m²,"Goethestraße 37, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/157159544
Wohnungstausch: Bizetstraße 123,1.350 €,90 m²,"Bizetstraße 123, Weißensee, Berlin",https://www.immobilienscout24.de/expose/157159482
Wohnungstausch: Talstraße 21B,860 €,70 m²,"Talstraße B 21, Pankow (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157159418
Wohnungstausch: Herrfurthplatz 8,680 €,50 m²,"Herrfurthplatz 8, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157159381
Wohnungstausch: Amsterdamer Straße 20,450 €,35 m²,"Amsterdamer Straße 20, Wedding, Berlin",https://www.immobilienscout24.de/expose/157159325
Wohnungstausch: Fregestraße 38,530 €,55 m²,"Fregestraße 38, Steglitz, Berlin",https://www.immobilienscout24.de/expose/157120666
Wohnungstausch: Ossietzkystraße 12,410 €,68 m²,"Ossietzkystraße 12, Pankow (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157119992
Wohnungstausch: Borussiastraße 35E,540 €,43 m²,"Borussiastraße E 35, Tempelhof, Berlin",https://www.immobilienscout24.de/expose/157119978
Wohnungstausch: Mittenwalder Str. 8,450 €,57 m²,"Mittenwalder Str. 8, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/157119974
Wohnungstausch: Torstraße 223,560 €,55 m²,"Torstraße 223, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157119920
Wohnungstausch: Kottbusser Damm 86,480 €,37 m²,"Kottbusser Damm 86, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157119891
Wohnungstausch: Am Friedrichshain 6,1.120 €,75 m²,"Am Friedrichshain 6, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157119765
Wohnungstausch: Ilsenhof 12,393 €,45 m²,"Ilsenhof 12, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157119738
Wohnungstausch: Braunschweiger Str. 35,542 €,67 m²,"Braunschweiger Str. 35, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157119697
Wohnungstausch: Kochhannstraße 22,960 €,68 m²,"Kochhannstraße 22, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157119686
Wohnungstausch: Wilmersdorfer Straße 94,1.500 €,70 m²,"Wilmersdorfer Straße 94, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/157119577
Wohnungstausch: Uferstraße 21,390 €,54 m²,"Uferstraße 21, Gesundbrunnen, Berlin",https://www.immobilienscout24.de/expose/157119560
Wohnungstausch: Finsterwalder Straße 102A,413 €,37 m²,"Finsterwalder Straße A 102, Märkisches Viertel, Berlin",https://www.immobilienscout24.de/expose/157119531
Wohnungstausch: Wiener Straße 25,530 €,67 m²,"Wiener Straße 25, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/157119520
Wohnungstausch: Blissestraße 62,927 €,63 m²,"Blissestraße 62, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/157119504
Wohnungstausch: Schöneberger Straße 15,408 €,46 m²,"Schöneberger Straße 15, Steglitz, Berlin",https://www.immobilienscout24.de/expose/157119493
Wohnungstausch: Simplonstraße 8,510 €,43 m²,"Simplonstraße 8, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157090294
Wohnungstausch: Hagenstraße 1,413 €,55 m²,"Hagenstraße 1, Lichtenberg (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157090286
Wohnungstausch: Herrfurthstraße 13,520 €,63 m²,"Herrfurthstraße 13, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157090279
Wohnungstausch: Warthestraße 36,384 €,58 m²,"Warthestraße 36, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157090273
Wohnungstausch: Flemmingstraße 7,80 €,37 m²,"Flemmingstraße 7, Steglitz, Berlin",https://www.immobilienscout24.de/expose/157090267
Wohnungstausch: Pallasstraße 11,750 €,110 m²,"Pallasstraße 11, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/157090246
Wohnungstausch: Steegerstraße 30,337 €,55 m²,"Steegerstraße 30, Gesundbrunnen, Berlin",https://www.immobilienscout24.de/expose/157090237
Wohnungstausch: Scherenbergstraße 8,800 €,89 m²,"Scherenbergstraße 8, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157090205
Wohnungstausch: Erich-Weinert-Straße 150,500 €,65 m²,"Erich-Weinert-Straße 150, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157090198
Wohnungstausch: Sanderstraße 12,388 €,42 m²,"Sanderstraße 12, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157090193
Wohnungstausch: Cauerstraße 35,374 €,58 m²,"Cauerstraße 35, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/157090184
Wohnungstausch: Kopernikusstraße 3,890 €,68 m²,"Kopernikusstraße 3, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157090173
Wohnungstausch: Richardstraße 110,504 €,59 m²,"Richardstraße 110, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157090167
Wohnungstausch: Waldemarstraße 100,622 €,98 m²,"Waldemarstraße 100, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/157090161
Wohnungstausch: Dörpfeldstraße 31,750 €,72 m²,"Dörpfeldstraße 31, Adlershof, Berlin",https://www.immobilienscout24.de/expose/157090157
Wohnungstausch: Dörpfeldstraße 31,750 €,72 m²,"Dörpfeldstraße 31, Adlershof, Berlin",https://www.immobilienscout24.de/expose/157090157
Wohnungstausch: Dolziger Straße 11,600 €,70 m²,"Dolziger Straße 11, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157090154
Wohnungstausch: Ramlerstraße 32,555 €,63 m²,"Ramlerstraße 32, Gesundbrunnen, Berlin",https://www.immobilienscout24.de/expose/157089932
Wohnungstausch: Erich-Weinert-Straße 43,485 €,43 m²,"Erich-Weinert-Straße 43, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157056125
Wohnungstausch: Grellstraße 3,1.087 €,79 m²,"Grellstraße 3, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157055463
Wohnungstausch: Putlitzstraße 4,610 €,55 m²,"Putlitzstraße 4, Moabit, Berlin",https://www.immobilienscout24.de/expose/157055379
Wohnungstausch: Elbestraße 23,695 €,57 m²,"Elbestraße 23, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157055300
Wohnungstausch: Seestraße 107,1.100 €,136 m²,"Seestraße 107, Wedding, Berlin",https://www.immobilienscout24.de/expose/157055285
Wohnungstausch: Huttenstraße 4,600 €,79 m²,"Huttenstraße 4, Moabit, Berlin",https://www.immobilienscout24.de/expose/157055137
Wohnungstausch: Spanische Allee 91,1.623 €,160 m²,"Spanische Allee 91, Nikolassee, Berlin",https://www.immobilienscout24.de/expose/157054984
Wohnungstausch: Ostseestraße 91,500 €,68 m²,"Ostseestraße 91, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157054812
Wohnungstausch: Fuldastraße 2,812 €,62 m²,"Fuldastraße 2, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157054772
Wohnungstausch: Gürtelstraße 34,650 €,90 m²,"Gürtelstraße 34, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157054601
Wohnungstausch: Blechenstraße 18,459 €,35 m²,"Blechenstraße 18, Weißensee, Berlin",https://www.immobilienscout24.de/expose/157054582
Wohnungstausch: Kunzeweg 19,500 €,64 m²,"Kunzeweg 19, Lichtenberg (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157054549
Wohnungstausch: Kaiser-Friedrich-Straße 18,1.500 €,100 m²,"Kaiser-Friedrich-Straße 18, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/157054476
Wohnungstausch: Blücherstraße 18,1.900 €,200 m²,"Blücherstraße 18, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/157022670
Wohnungstausch: Rigaer Str. 28,1.187 €,77 m²,"Rigaer Str. 28, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157022611
Wohnungstausch: Swinemünder Straße 59,450 €,62 m²,"Swinemünder Straße 59, Gesundbrunnen, Berlin",https://www.immobilienscout24.de/expose/157022570
Wohnungstausch: Alt-Friedrichsfelde 23,353 €,58 m²,"Alt-Friedrichsfelde 23, Friedrichsfelde, Berlin",https://www.immobilienscout24.de/expose/157022525
Wohnungstausch: Glasgower Straße 10,500 €,56 m²,"Glasgower Straße 10, Wedding, Berlin",https://www.immobilienscout24.de/expose/157022448
Wohnungstausch: Askanierring 35,550 €,44 m²,"Askanierring 35, Spandau (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157022427
Wohnungstausch: Kiehlufer 7,750 €,62 m²,"Kiehlufer 7, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157022280
Wohnungstausch: Zweibrücker Straße 14,350 €,54 m²,"Zweibrücker Straße 14, Falkenhagener Feld, Berlin",https://www.immobilienscout24.de/expose/157022262
Wohnungstausch: Georg-Blank-Straße 26,350 €,43 m²,"Georg-Blank-Straße 26, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157022258
Wohnungstausch: Eislebener Str. 2,555 €,63 m²,"Eislebener Str. 2, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/157022230
Wohnungstausch: Dolgenseestraße 39,600 €,40 m²,"Dolgenseestraße 39, Friedrichsfelde, Berlin",https://www.immobilienscout24.de/expose/157022220
Wohnungstausch: Alte Jakobstraße 51,1.884 €,72 m²,"Alte Jakobstraße 51, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157022192
Wohnungstausch: Suermondtstraße 60,461 €,63 m²,"Suermondtstraße 60, Alt-Hohenschönhausen, Berlin",https://www.immobilienscout24.de/expose/157022177
Wohnungstausch: Königin-Luise-Straße 5,360 €,18 m²,"Königin-Luise-Straße 5, Steglitz, Berlin",https://www.immobilienscout24.de/expose/157022129
Wohnungstausch: Krautstraße 11,309 €,55 m²,"Krautstraße 11, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157022089
Wohnungstausch: Dolgenseestraße 9,650 €,68 m²,"Dolgenseestraße 9, Friedrichsfelde, Berlin",https://www.immobilienscout24.de/expose/157022020
Wohnungstausch: Brienzer Straße 57,389 €,57 m²,"Brienzer Straße 57, Reinickendorf (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157021985
Wohnungstausch: Frankfurter Allee 55,946 €,47 m²,"Frankfurter Allee 55, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157021967
Wohnungstausch: Türrschmidtstraße 2A,730 €,73 m²,"Türrschmidtstraße A 2, Rummelsburg, Berlin",https://www.immobilienscout24.de/expose/157021953
Wohnungstausch: Weserstraße 155,485 €,38 m²,"Weserstraße 155, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157021924
Wohnungstausch: Rhinstraße 107,963 €,80 m²,"Rhinstraße 107, Lichtenberg (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157021879
Wohnungstausch: Kantstraße 46,608 €,86 m²,"Kantstraße 46, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/157021846
Wohnungstausch: Am Treptower Park 40,750 €,87 m²,"Am Treptower Park 40, Plänterwald, Berlin",https://www.immobilienscout24.de/expose/157021810
Wohnungstausch: Gaudystraße 24,1.150 €,70 m²,"Gaudystraße 24, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157021493
Wohnungstausch: Gaudystraße 24,1.150 €,70 m²,"Gaudystraße 24, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/157021493
Wohnungstausch: Strausberger Platz 16,545 €,55 m²,"Strausberger Platz 16, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157021415
Wohnungstausch: Rückerstraße 8,718 €,55 m²,"Rückerstraße 8, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157002695
Wohnungstausch: Silvio-Meier-Straße 5,380 €,37 m²,"Silvio-Meier-Straße 5, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/157002692
Wohnungstausch: Stollberger Str. 75,478 €,60 m²,"Stollberger Str. 75, Hellersdorf, Berlin",https://www.immobilienscout24.de/expose/157002561
Wohnungstausch: Glambecker Ring 87,800 €,79 m²,"Glambecker Ring 87, Marzahn, Berlin",https://www.immobilienscout24.de/expose/157002460
Wohnungstausch: Perleberger Straße 46,720 €,79 m²,"Perleberger Straße 46, Moabit, Berlin",https://www.immobilienscout24.de/expose/157002353
Wohnungstausch: Torstraße 28,322 €,37 m²,"Torstraße 28, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157002341
Wohnungstausch: Bouchéstraße 40,1.000 €,50 m²,"Bouchéstraße 40, Alt-Treptow, Berlin",https://www.immobilienscout24.de/expose/157002253
Wohnungstausch: Vinetastraße 5,871 €,93 m²,"Vinetastraße 5, Pankow (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157002246
Wohnungstausch: Lea-Grundig-Straße 70,514 €,87 m²,"Lea-Grundig-Straße 70, Marzahn, Berlin",https://www.immobilienscout24.de/expose/157002233
Wohnungstausch: Armbrustweg 14,574 €,78 m²,"Armbrustweg 14, Reinickendorf (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157002155
Wohnungstausch: Bleicheroder Straße 36,500 €,58 m²,"Bleicheroder Straße 36, Pankow (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/156749038
Wohnungstausch: Stieglitzweg 20-25,1.100 €,80 m²,"Stieglitzweg - 2025, Gropiusstadt, Berlin",https://www.immobilienscout24.de/expose/156748886
Wohnungstausch: Achtermannstraße 45,850 €,75 m²,"Achtermannstraße 45, Pankow (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/156714904
Wohnungstausch: Karl-Kunger-Straße 66,418 €,49 m²,"Karl-Kunger-Straße 66, Alt-Treptow, Berlin",https://www.immobilienscout24.de/expose/156714368
Wohnungstausch: Alt-Marienfelde 20,1.500 €,118 m²,"Alt-Marienfelde 20, Marienfelde, Berlin",https://www.immobilienscout24.de/expose/156714337
Wohnungstausch: Ackerstraße 1B,859 €,70 m²,"Ackerstraße B 1, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/156714319
Wohnungstausch: Löwestraße 9,272 €,34 m²,"Löwestraße 9, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/156714215
Wohnungstausch: Nollendorfstraße 34,460 €,33 m²,"Nollendorfstraße 34, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/156714206
Wohnungstausch: Schöneweider Straße 21,692 €,74 m²,"Schöneweider Straße 21, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/156714189
Wohnungstausch: Hohenzollernring 166,423 €,58 m²,"Hohenzollernring 166, Spandau (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/156701450
Wohnungstausch: Hauptstraße 10,576 €,45 m²,"Hauptstraße 10, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/156701260
Wohnungstausch: Heinz-Kapelle-Straße 12,302 €,40 m²,"Heinz-Kapelle-Straße 12, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/156701104
Wohnungstausch: Petersburger Str. 36,1.050 €,62 m²,"Petersburger Str. 36, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/156701043
Wohnungstausch: Gotenstraße 18,850 €,59 m²,"Gotenstraße 18, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/156700836
Wohnungstausch: Lübbener Str. 11,470 €,28 m²,"Lübbener Str. 11, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/156700748
Wohnungstausch: Paul-Heyse-Straße 7,904 €,67 m²,"Paul-Heyse-Straße 7, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/156700698
Wohnungstausch: Senftenberger Ring 47c,960 €,94 m²,"Senftenberger Ring c 47, Märkisches Viertel, Berlin",https://www.immobilienscout24.de/expose/156700388
